data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
,,#event+code,,#date+occurred,#date+year,,#event+type,,#group+name+first,#group+name+first+assoc,,#group+name+second,#group+name+second+assoc,,,#region+name,#country+name,#adm1+name,#adm2+name,#adm3+name,#loc+name,#geo+lat,#geo+lon,,#meta+source,,#description,#affected+killed,,#country+code
7196473,8,ALB765,765,8/20/2020,2020,1,Riots,Violent demonstration,Rioters (Albania),,5,Civilians (Albania),Government of Bulgaria (2017-),7,57,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Albanian Daily News,National,"On 20 August 2020, activists stormed into the State Labor Inspectorate and clashed with employees in Tirana, demonstrating against the death of a construction worker. [size=no report]",0,1599595475,ALB
7196477,8,ALB763,763,8/19/2020,2020,1,Riots,Violent demonstration,Rioters (Albania),,5,Rioters (Albania),Labour Group (Albania),5,55,Europe,Albania,Vlore,Delvine,,Bajkaj,39.9486,20.0389,1,Albanian Daily News,National,"On 19 August 2020, residents staged a demonstration and clashed with representatives of a company in Bajkaj village, which was planning to open a quarry in nearby Delvina. [size=no report]",0,1599595475,ALB
7196474,8,ALB762,762,8/13/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Gjirokaster,Gjirokaster,,Kakavija,39.9078,20.3583,1,Albanian Daily News,National,"On 13 August 2020, dozens of residents staged a protest at Kakavija border crossing with Greece, opposing temporary border closure to slow the spread of the coronavirus. [size=dozens]",0,1599595475,ALB
7195942,8,ALB761,761,8/10/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Durres,Durres,,Durres,41.3231,19.4414,1,Koha Jone; Albanian Daily News,National,"On 10 August 2020, residents staged a protest in Durres over lack of government aid after their apartments were damaged by the earthquake of 26 November 2019. [size=no report]",0,1599595474,ALB
7177008,8,ALB760,760,7/28/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Labour Group (Albania),6,,,0,60,Europe,Albania,Fier,Patos,,Patos,40.6779,19.6559,1,Radio and Televizioni Shqiptar,National,"On 28 July 2020, oil refinery employees working for Albpetrol staged a protest outside the office in Patos, demanding to be paid full salary as they work full-time, instead of 40% of their wages, as decided during the coronavirus pandemic. [size=no report]",0,1596573511,ALB
7171870,8,ALB759,759,7/24/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Labour Group (Albania),6,,,0,60,Europe,Albania,Fier,Mallakaster,,Ballsh,40.5989,19.7347,1,Albanian Daily News,National,"On 24 July 2020, oil refinery workers staged a protest in Ballsh, demanding their pending salaries for the past two months and asked the Ministry of Energy to help them. [size=no report]",0,1595971264,ALB
7171935,8,ALB758,758,7/22/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Labour Group (Albania),6,,,0,60,Europe,Albania,Vlore,Vlore,,Vlore,40.4667,19.4897,1,Koha Jone,National,"On 22 July 2020, musicians and owners of bars and nightclubs staged a protest in Vlore against the government's decision to close bars and nightclubs during the coronavirus pandemic. [size=no report]",0,1595971265,ALB
7171757,8,ALB756,756,7/21/2020,2020,1,Riots,Violent demonstration,Rioters (Albania),Labour Group (Albania),5,Police Forces of Albania (2013-),,1,15,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Albanian Daily News; Koha Jone,National,"On 21 July 2020, musicians clashed with police in front of the Prime Ministry in Tirana during their second demonstration against the government's decision to close bars and nightclubs during the coronavirus pandemic. [size=no report]",0,1595971264,ALB
7171934,8,ALB757,757,7/20/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Labour Group (Albania),6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Koha Jone,National,"On 20 July 2020, musicians staged a protest in Tirana against the government's decision to close bars and nightclubs during the coronavirus pandemic. [size=no report]",0,1595971265,ALB
7166710,8,ALB755,755,7/16/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Exit Albania; Koha Jone,National,"On 16 July 2020, the Alliance for the Protection of the National Theater held a protest in front of the Special Prosecution premises in Tirana, suspecting that no investigation was carried out into their reports regarding the demolition of the theatre. [size=no report]",0,1595359375,ALB
7159981,8,ALB754,754,7/7/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Labour Group (Albania),6,,,0,60,Europe,Albania,Fier,Patos,,Patos,40.6779,19.6559,1,Koha Jone,National,"On 7 July 2020, employees of Albpetrol staged a protest in Patos, demanding full compensation for their pay during the coronavirus pandemic, as their work had been suspended. [size=no report]",0,1594753946,ALB
7155118,8,ALB753,753,7/3/2020,2020,1,Protests,Protest with intervention,Protesters (Albania),Labour Group (Albania),6,Police Forces of Albania (2013-),,1,16,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Albanian Daily News,National,"On 3 July 2020, public transport employees held a protest in Tirana, demanding a second stimulus during the coronavirus pandemic, as they cannot fully return to work, and were dispersed by police. [size=no report]",0,1594154157,ALB
7155172,8,ALB752,752,6/29/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Durres,Durres,,Durres,41.3231,19.4414,1,Koha Jone,National,"On 29 June 2020, residents held a protest outside the municipality of Durres, demanding faster procedures to rebuild their houses, which were damaged during the earthquake of 26 November 2019. [size=no report]",0,1594154157,ALB
7137488,8,ALB750,750,6/26/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Tirana,Vore,,Vore,41.3908,19.655,1,Koha Jone,National,"On 26 June 2020, residents held a protest in front of the City Hall in Vore against plans to rebuild apartment complexes damaged by the earthquake last November, saying the buildings were not seriously damaged. [size=no report]",0,1593545132,ALB
7137489,8,ALB751,751,6/25/2020,2020,1,Protests,Protest with intervention,Protesters (Albania),,6,Police Forces of Albania (2013-),,1,16,Europe,Albania,Tirana,Vore,,Vore,41.3908,19.655,1,Koha Jone,National,"On 25 June 2020, residents tried to enter City Hall in Vore to demonstrate against plans to rebuild apartment complexes that were damaged by the earthquake last November, saying the buildings were not seriously damaged and were stopped by police. [size=no report]",0,1593545132,ALB
7137309,8,ALB658,658,6/24/2020,2020,1,Strategic developments,Change to group/activity,Government of Albania (2013-),,1,,,0,10,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,3,Balkan Insight,Regional,"On 24 June 2020, the measures enacted by the Albanian government to limit the spread of coronavirus expired. A series of measures to stop the spread of the virus will still remain in place, including wearing of masks in certain public spaces and prohibiting of large gatherings.",0,1593545113,ALB
7137312,8,ALB746,746,6/24/2020,2020,1,Protests,Protest with intervention,Protesters (Albania),Labour Group (Albania),6,Police Forces of Albania (2013-),,1,16,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Koha Jone; Albanian Daily News,National,"On 24 June 2020, police arrested 10-15 public transport employees in front of the Ministry of Instrastructure and Energy in Tirana, who demanded financial assistance during the coronavirus pandemic. The protest moved to another location. [size=at least 10-15]",0,1593545132,ALB
7137430,8,ALB749,749,6/24/2020,2020,1,Protests,Protest with intervention,Protesters (Albania),Labour Group (Albania),6,Police Forces of Albania (2013-),,1,16,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Albanian Daily News,National,"On 24 June 2020, the Alliance for Protection of Theater organized a protest in Tirana against hydro power development in the country, concerned with river pollution, and were dispersed by police due to social distancing norms during the COVID pandemic. [size=no report]",0,1593545132,ALB
7137639,8,ALB747,747,6/23/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Labour Group (Albania),6,,,0,60,Europe,Albania,Fier,Fier,,Fier,40.7239,19.5561,1,Radio and Televizioni Shqiptar,National,"On 23 June 2020, public transport workers held a protest in Fier and demanded to be allowed to return to work during the coronavirus pandemic. [size=no report]",0,1593545133,ALB
7137640,8,ALB748,748,6/23/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Labour Group (Albania),6,,,0,60,Europe,Albania,Vlore,Vlore,,Vlore,40.4667,19.4897,1,Radio and Televizioni Shqiptar,National,"On 23 June 2020, public transport workers held a protest in Vlore and demanded reimbursement of 70% of fuel, forgiveness or postponement of vehicle taxes for this year, as well as the resumption of work with 70% of the capacity during the coronavirus pandemic. [size=no report]",0,1593545133,ALB
7134126,8,ALB745,745,6/19/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Labour Group (Albania),6,,,0,60,Europe,Albania,Tirana,Kavaje,,Kavaje,41.1856,19.5569,1,Koha Jone; Albanian Daily News,National,"On 19 June 2020, employees from a textile factory held a protest in Kavaje over not receiving government aid during the coronavirus pandemic. [size=no report]",0,1592937372,ALB
7134321,8,ALB743,743,6/17/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Students (Albania),6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Koha Jone,National,"On 17 June 2020, students held a protest outside the Ministry of Education in Tirana, demanding cancellation of annual fees amidst the coronavirus pandemic. [size=no report]",0,1592937373,ALB
7134323,8,ALB742,742,6/17/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Elbasan,Elbasan,,Labinot-Fushe,41.148,20.1618,1,Koha Jone,National,"On 17 June 2020, residents held a protest in Labinot-Fushe against a fish factory called Rozafa, accusing it of land grabbing and polluting the environment. [size=no report]",0,1592937373,ALB
7134123,8,ALB739,739,6/17/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Labour Group (Albania),6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Koha Jone; Albanian Daily News; Radio and Televizioni Shqiptar,National,"On 17 June 2020, the Urban and Interurban Public Transport Association held a protest outside the Ministry of Infrastructure and Energy in Tirana against the government decision to postpone the reopening of public transport due to the continuing coronavirus pandemic. [size=no report]",0,1592937372,ALB
7134125,8,ALB741,741,6/17/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Gjirokaster,Gjirokaster,,Gjirokaster,40.0758,20.1389,1,Koha Jone; Exit Albania,National,"On 17 June 2020, patriots held a protest in Gjirokaster, demanding resignation of the Greek consul, after a Greek minority group burnt the Albanian flag in a video. [size=no report]",0,1592937372,ALB
7134322,8,ALB744,744,6/15/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Students (Albania),6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Koha Jone,National,"On 15 June 2020, high school seniors held a protest outside the Ministry of Education in Tirana, demanding a reevaluation of their Language and Literature exam and lowering the minimum threshold for passing. [size=no report]",0,1592937373,ALB
7134124,8,ALB740,740,6/14/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Students (Albania),6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Koha Jone; Radio and Televizioni Shqiptar; Albanian Daily News,National,"On 14 June 2020, high school seniors held a protest outside the Ministry of Education in Tirana, demanding a reevaluation of their Language and Literature exam and lowering the minimum threshold for passing. [size=no report]",0,1592937372,ALB
7128644,8,ALB733,733,6/13/2020,2020,1,Riots,Mob violence,Rioters (Albania),Labour Group (Albania),5,Police Forces of Albania (2013-),,1,15,Europe,Albania,Shkoder,Shkoder,,Velipoje,41.8783,19.4056,1,Albanian Daily News,National,"On 13 June 2020, dozens of landlords clashed with police at Velipoje coastline, resisting the demolition of 24 illegal buildings, which they managed. [size=dozens]",0,1592343644,ALB
7128531,8,ALB731,731,6/13/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Students (Albania),6,,,0,60,Europe,Albania,Fier,Fier,,Fier,40.7239,19.5561,1,Koha Jone; Albanian Daily News,National,"On 13 June 2020, high school seniors held a protest in Fier, demanding their final literature exam to be cancelled, citing difficulties and inconsistencies in its content. [size=no report]",0,1592343643,ALB
7128532,8,ALB732,732,6/13/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Students (Albania),6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Albanian Daily News; Koha Jone,National,"On 13 June 2020, high school seniors held a protest in Tirana, demanding the Ministry of Education to reevaluate their final literature exam and lower the threshold for passing grades, saying the exam was too difficult and different from their curriculum. [size=no report]",0,1592343643,ALB
7290487,8,ALB734,734,6/12/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Students (Albania),6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Albanian Daily News,National,"On 12 June 2020, hundreds of high school seniors held a protest and threw eggs at the Ministry of Education in Tirana, saying that their final literature exam was 'tough and unclear.' [size=hundreds]",0,1604423640,ALB
7128705,8,ALB737,737,6/12/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Students (Albania),6,,,0,60,Europe,Albania,Berat,Berat,,Berat,40.7,19.9498,1,Koha Jone,National,"On 12 June 2020, high school seniors held a protest in Berat against their literature exam, which was too difficult and demanded increase in university quotas. [size=no report]",0,1592343644,ALB
7128827,8,ALB738,738,6/12/2020,2020,1,Protests,Peaceful protest,Protesters (Albania),Labour Group (Albania),6,,,0,60,Europe,Albania,Fier,Mallakaster,,Ballsh,40.5989,19.7347,1,Radio and Televizioni Shqiptar,National,"On 12 June 2020, employees of the Ballsh Oil Processing Plant held a protest in Ballsh, demanding resumption of work at the plant, as its privatization process had left them out of work. [size=no report]",0,1592343645,ALB
7128646,8,ALB735,735,6/11/2020,2020,1,Riots,Mob violence,Rioters (Albania),Labour Group (Albania),5,Police Forces of Albania (2013-),,1,15,Europe,Albania,Shkoder,Shkoder,,Velipoje,41.8783,19.4056,1,Albanian Daily News,National,"On 11 June 2020, landlords clashed with police, who used tear gas to disperse them, at Velipoje coastline, resisting the demolition of illegal buildings, which they managed. One landlord was injured. [size=no report]",0,1592343644,ALB
